;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;Unnamed: 0.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;precio;Tipo de inmueble;Comuna;Dormitorios;Baños;Servicios;Capacidad;Descripcion;Estacionamiento;Código;Arriendo anterior;Unnamed: 27;Equipamiento Espacios;Unnamed: 38;Unnamed: 40;Unnamed: 42;Unnamed: 46
10;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;;;;;;;;;;;42.000;Departamento;Coquimbo;3 dormitorios;1 baño;Piscina;;"Arriendo temporada de verano departamento total
mente equipado.";1.0;;;;;;;;
11;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;11,0;;;;;;;;;;;;30.000;Departamento;La Serena;1 dormitorio;1 baño;;3  personas;Contacto y Whatsapp;;;"
								";;;;;;
12;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;12,0;;;;;;;;;;;;;50.000;Departamento;La Serena;2 dormitorios;2 baños;TV Cable / Satélite;;"ARRIENDO desde el 17 de diciembre 2021 al 6 de
marzo de 2022. Semana santa, verano.";1;;;;;;;;
13;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;13,0;;;;;;;;;;;;;;40.000;Departamento;Coquimbo;3 dormitorios;1 baño;;5  personas;"Arriendo departamento turistas. Cocina equipada, 3
dormitorios, a pasos de la playa de La Herradura
Coquimbo. 1 estacionamiento. Capacidad para 5
personas. Supermercados cercanos y locomoción
colectiva a la puerta. Directv, lavadora, vista a
la piscina y zonas comunes. Enero $40.000 y
Febrero $45.000";1;;;;;;;;
14;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;14,0;;;;;;;;;;;;;;;60.000;Departamento;La Serena;2 dormitorios;2 baños;;5  personas;departamento completamente equipado para 5 pers.;1;;;;;;;;
15;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;;;;;;;;;;;;;;;;Sin informacion;;Los Vilos;;;;1  personas;"Necesito arrendar pieza o habitación en los Vilos,
de preferencia sector acceso o cerca de Av.
Caupolicán.";;77470359;;;;;;;
16;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;16,0;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;3 dormitorios;2 baños;;;"Arriendo por día,  depto totalmente equipado para
6 personas, Living Comedor, Cocina equipada, 3
dormitorios, 2 baños. Tv Satelital, Internet Wifi.
Acceso controlado  las 24 hrs del dia, Ascensor,
Piscina, Quincho. Ubicado en Avenida Balmaceda,
cercano a Avenida Cuatro Esquinas.";1;;;;;;;;
17;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;17,0;;;;;;;;;;;;;;;;;;30.000;Departamento;Coquimbo;2 dormitorios;2 baños;;4  personas;"Arriendo departamento de 2 dormitorios y 2 baños
en Condominio Alta Mar, primera línea de la
Avenida Costanera, a un costado del puerto de
Coquimbo y terminal pesquero, cercano a buses,
centros gastronómicos y supermercados, con vista
al mar y a 2 cuadras del Mall Vivo Coquimbo. El
condominio cuenta con 2 ascensores, quinchos en
primer piso, estacionamiento propio y de visitas,
sala de espera, juegos infantiles, piscina, áreas
verdes, conserjería las 24hrs. ubicado en el piso
13.";1;;;;;;;;
18;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;18,0;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;2 dormitorios;1 baño;WiFi;5  personas;"Arriendo depto en la serena a 5 min del faro
cuánta con estacionamiento y seguridad las 24 hrs
. 2dormitorio, 1 baño, cocina, living terraza...
DIPONIBLE!!!";;;;;;;;;
19;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;;;;;;;;;;;;;;;;;;;;55.000;Departamento;La Serena;3 dormitorios;1 baño;;6  personas;"arriendo departamento en av el mar desde diciembre
a marzo , arriendo por dia";;;"
								";;;;;;
20;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;20,0;;;;;;;;;;;;;;;;;;;;;45.000;Departamento;La Serena;1 dormitorio;1 baño;Piscina;4  personas;"Arriendo acogedora cabaña ubicada en parcela de
agrado, completamente equipada rodeada areas
verdes, ubicada a 10 minutos del centro de La
Serena cercana a supermercados y
gasolineras.disponibilidad en enero y febrero.";;;;;;;;;
21;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;21,0;;;;;;;;;;;;;;;;;;;;;;50.000;Casa;Coquimbo;3 dormitorios;2 baños;WiFi;;"Arriendo casa amplia x temporada 6u7 personas a 10
min de la playa frente a supermercados y amplio
estacionamiento c 20770862";;;"
								";;;;;;
22;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;22,0;;;;;;;;;;;;;;;;;;;;;;;55.000;Casa;La Serena;2 dormitorios;1 baño;Piscina;5  personas;"Arriendo hermosa cabaña completamente equipada, 5
a 6 personas, quincho y terraza, hermosa piscina
tv satelital, estacionamiento techado, áreas
verdes, cancha de baby, pin pon, etc. A 10 minutos
del centro de la serena cerca de supermercados y
bombas de bencina, cerca de la playa y del
maravilloso valle de Elqui.";;;;;;;;;
23;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;23,0;;;;;;;;;;;;;;;;;;;;;;;;60.000;Casa;Coquimbo;2 dormitorios;2 baños;;6  personas;"Arriendo linda cabaña para 6 personas, en sector
residencial tranquilo y linda vista, lugar
acogedor con terraza, quincho y jardines para
disfrutar de gratos momentos y poder descansar con
sus seres queridos.";1;;;;;;;;
24;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;La Serena;2 dormitorios;1 baño;TV Cable / Satélite;;"Arriendo departamento sector puerta del mar, cerca
del faro y supermercado, con estacionamiento , 24
hrs de vigilancia para 4 personas. Disponible a
partir del 20 de Febrero.";;;;;;Cocina equipada;;;
25;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;25.000;Departamento;La Serena;1 dormitorio;1 baño;Terraza;;ARRIENDO SOLO DIARIO DESDE EL 05 ABRIL AL 30 ABRIL;;;;;;;TV Cable / Satélite;;
26;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;25.000;Departamento;La Serena;1 dormitorio;1 baño;Terraza;;DISPOBIBLE DESDE EL 05 ABRIL AL 15 ABRIL.;;;;;;;;TV Cable / Satélite;
27;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;La Serena;3 dormitorios;1 baño;;5  personas;"Arriendo departamento por la temporada de invierno
diario, se ubica a 1 cuadra de la playa en avenida
pacifico con 4 esquinas. Completamente equipado";1;;;;;;;;
28;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;28,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;Coquimbo;2 dormitorios;2 baños;;5  personas;"Arriendo por día , fines de semana y fiestas
patrias vacaciones etc .Excelente departamento en
edificio Altamar, conformado por dos dormitorios,
dos baños, en piso 9, Cercano a puerto de
coquimbo, terminal de buses y mall vivo .";;;"
								";;;;;;
